net,length_um
_2184_,63.98
execute.o_data\[13\],63.895
_2580_,63.68
_1854_,63.575
_1519_,63.405
fetch.prev_request_pc\[9\],63.405
_2917_,63.32
_2592_,63.195
_3077_,63.135
_2057_,62.77
execute.rf.reg_outputs\[1\]\[11\],62.59
_3297_,62.42
clknet_leaf_3_i_clk,62.295
_3365_,62.285
_1336_,62.245
execute.rf.reg_outputs\[6\]\[12\],62.245
net174,62.215
_1464_,62.08
_3184_,61.99
_0140_,61.82
clknet_leaf_32_i_clk,61.71
net177,61.55
_0877_,61.515
execute.pc_high_buff_out\[2\],61.395
net207,61.3
clknet_leaf_22_i_clk,61.035
_2072_,60.935
_3254_,60.855
_2560_,60.775
clknet_leaf_43_i_clk,60.575
_2201_,60.415
_2757_,60.355
clknet_leaf_78_i_clk,60.275
_2475_,60.09
_1000_,59.955
net65,59.88
_1855_,59.835
_1935_,59.695
_1026_,59.66
_3194_,59.66
net106,59.58
decode.i_instr_l\[4\],59.46
clknet_leaf_77_i_clk,59.455
_1024_,59.44
_3234_,59.3
_1372_,59.295
clknet_leaf_41_i_clk,59.25
clknet_leaf_63_i_clk,59.11
_3106_,59.075
_2862_,58.915
net110,58.74
net108,58.735
clknet_leaf_60_i_clk,58.525
_2297_,58.32
_0502_,58.315
_1504_,58.27
execute.pc_high_buff_out\[5\],58.255
clknet_leaf_26_i_clk,58.235
_1455_,58.22
net116,58.01
fetch.prev_request_pc\[13\],57.93
net185,57.84
_2543_,57.81
net172,57.635
_3542_,57.57
_2227_,57.51
_2385_,57.495
_2893_,57.41
_3099_,57.26
execute.sreg_priv_control.o_d\[0\],57.24
_2035_,57.165
clknet_leaf_30_i_clk,57.125
_1683_,57.03
_2708_,56.91
clknet_leaf_93_i_clk,56.775
net248,56.76
net157,56.535
_0638_,56.46
_2588_,56.45
_1166_,56.41
_0826_,56.14
_2921_,56.13
_1114_,56.12
execute.rf.reg_outputs\[7\]\[1\],56
execute.rf.reg_outputs\[1\]\[12\],55.88
net216,55.815
clknet_leaf_82_i_clk,55.77
fetch.prev_request_pc\[10\],55.665
_3753_,55.64
_2179_,55.575
clknet_leaf_72_i_clk,55.48
_2482_,55.28
net178,55.275
_3731_,55.23
_0679_,55.17
_0999_,55.095
execute.o_data\[7\],55.05
_2477_,55.01
clknet_leaf_6_i_clk,54.97
_2988_,54.815
_2032_,54.765
_1309_,54.75
_2342_,54.67
_2698_,54.66
_2372_,54.6
net180,54.56
_2881_,54.455
execute.rf.reg_outputs\[2\]\[0\],54.33
_1523_,54.2
clknet_leaf_28_i_clk,54.145
_3224_,54.13
_0623_,53.94
_3741_,53.88
execute.pc_high_out\[2\],53.81
clknet_leaf_39_i_clk,53.675
_2645_,53.66
net63,53.59
_3774_,53.555
_1710_,53.55
decode.i_instr_l\[9\],53.47
_0944_,53.34
clknet_leaf_58_i_clk,53.32
_0878_,53.305
net111,53.22
execute.pc_high_buff_out\[6\],53.18
_1514_,53.075
_1226_,52.94
_0732_,52.9
net109,52.82
execute.rf.reg_outputs\[6\]\[11\],52.755
clknet_leaf_9_i_clk,52.64
_2928_,52.54
_0836_,52.395
_0865_,52.26
_1897_,52.26
_2309_,52.08
_0736_,52.01
_2948_,51.93
_3583_,51.86
_2329_,51.76
net82,51.7
_3629_,51.675
_2119_,51.405
_3608_,51.14
clknet_leaf_52_i_clk,51.085
_3648_,50.995
_2994_,50.9
_3083_,50.78
_2174_,50.69
clknet_leaf_73_i_clk,50.54
_0857_,50.535
_1344_,50.49
_2730_,50.415
_2465_,50.41
_2060_,50.295
clknet_leaf_92_i_clk,50.28
_0768_,50.18
net182,50.16
execute.o_data\[10\],50.15
clknet_leaf_13_i_clk,50.15
_2205_,50.12
_2206_,50.08
clknet_leaf_38_i_clk,50.05
_3721_,50.04
net209,50.02
_2937_,49.96
_1939_,49.955
_3633_,49.94
_3669_,49.935
_3217_,49.78
_2685_,49.725
net68,49.61
_2863_,49.52
_1661_,49.44
_2486_,49.32
_2777_,49.275
_2067_,49.22
clknet_leaf_17_i_clk,49.15
_1586_,49
_1557_,48.99
_1981_,48.955
execute.o_data\[12\],48.835
clknet_leaf_40_i_clk,48.77
clknet_leaf_44_i_clk,48.745
net77,48.74
_2155_,48.675
_2923_,48.615
_0813_,48.47
_0142_,48.465
_3769_,48.28
clknet_leaf_51_i_clk,48.235
_0860_,48.215
net206,48.095
clknet_leaf_21_i_clk,48.065
net176,47.995
net183,47.955
_1700_,47.93
_1888_,47.82
net78,47.78
_2014_,47.705
_2370_,47.57
_2457_,47.395
_2758_,47.28
_1554_,47.18
_2806_,47.09
_0785_,46.95
_3236_,46.9
_3209_,46.78
execute.o_data\[14\],46.75
_3286_,46.72
clknet_leaf_37_i_clk,46.595
_1676_,46.56
_0848_,46.49
_2846_,46.42
_1715_,46.335
net181,46.275
_2337_,46.24
_3290_,46.195
net173,46.18
_2548_,46.115
_2284_,46.08
_1943_,46.025
clknet_leaf_16_i_clk,45.9
_2944_,45.895
_1536_,45.865
_2253_,45.72
_2904_,45.72
_3619_,45.62
_0937_,45.5
_3699_,45.48
net57,45.335
_1597_,45.275
_1378_,45.25
_1587_,44.985
_1411_,44.915
_2790_,44.9
_0853_,44.86
_2033_,44.805
_0933_,44.68
_2865_,44.635
clknet_leaf_4_i_clk,44.635
fetch.prev_request_pc\[3\],44.62
_2794_,44.6
_2426_,44.56
_0874_,44.555
execute.rf.reg_outputs\[7\]\[0\],44.55
_2978_,44.53
_2720_,44.46
_3729_,44.455
fetch.prev_request_pc\[7\],44.415
clknet_leaf_2_i_clk,44.305
_1980_,44.285
_2062_,44.255
net193,44.255
_3738_,44.105
clknet_leaf_35_i_clk,44.09
clknet_leaf_83_i_clk,44.03
decode.oc_l_reg_sel\[1\],44.015
_2266_,43.99
_1902_,43.9
_2895_,43.86
decode.i_instr_l\[5\],43.78
_1689_,43.765
clknet_leaf_71_i_clk,43.755
net64,43.68
_2129_,43.67
_0734_,43.62
_1714_,43.51
execute.alu_mul_div.cbit\[1\],43.475
net66,43.4
_1518_,43.335
_2793_,43.3
_3158_,43.26
_3672_,43
_2069_,42.9
_3578_,42.88
_2488_,42.8
_0626_,42.765
_3716_,42.605
_2492_,42.6
_2556_,42.395
_3593_,42.38
_2476_,42.375
_2797_,42.315
_2434_,42.305
_2507_,42.265
_2050_,42.24
_2778_,42.175
_1699_,42.12
_3651_,42.015
_1365_,41.915
_3806_,41.835
_1409_,41.785
_1623_,41.785
_2343_,41.685
_0419_,41.665
_1862_,41.5
_3591_,41.495
execute.prev_sys,41.325
_2812_,41.24
net79,41.16
decode.oc_rf_ie\[5\],41.125
fetch.prev_request_pc\[2\],41.115
_2960_,41.11
net60,41.095
_3691_,41.08
_2451_,40.99
_3178_,40.97
_1746_,40.95
_2368_,40.915
_2139_,40.89
_2642_,40.86
_2371_,40.805
net194,40.62
_2258_,40.42
_3598_,40.38
_3771_,40.37
_1499_,40.35
_2605_,40.32
_0820_,40.135
fetch.prev_request_pc\[14\],40.015
_2200_,40.01
_2499_,40.01
net171,39.96
_3202_,39.94
_2357_,39.9
_0420_,39.84
net81,39.835
net148,39.82
fetch.prev_request_pc\[4\],39.76
_2221_,39.695
_2316_,39.6
_2162_,39.56
_2979_,39.54
net210,39.495
net56,39.475
net167,39.47
_2861_,39.4
_1659_,39.28
_2120_,39.245
_1568_,39.21
_2804_,39.2
_1112_,39.19
net62,38.94
_1400_,38.79
net107,38.78
_2956_,38.7
_3243_,38.615
_3033_,38.575
decode.oc_rf_ie\[4\],38.505
_2030_,38.21
clknet_leaf_89_i_clk,38.18
_1704_,38.16
decode.oc_jump_cond_code\[4\],37.93
clknet_leaf_61_i_clk,37.905
_0803_,37.66
net184,37.49
_2857_,37.46
_3678_,37.455
_1711_,37.335
_2664_,37.18
_0929_,37.175
_3751_,37.075
_2228_,36.98
clknet_leaf_64_i_clk,36.895
_2747_,36.745
_2479_,36.735
_3116_,36.64
_2019_,36.63
_2769_,36.56
_1118_,36.48
_0254_,36.46
_1373_,36.27
_2853_,36.235
_1071_,36.225
_0816_,36.17
_2657_,36.15
_2481_,36.105
_3782_,36.06
_2156_,36.01
_2340_,35.86
_1004_,35.68
_0120_,35.645
_1692_,35.64
_2351_,35.635
fetch.pc_flush_override,35.45
_1770_,35.38
_2311_,35.35
fetch.prev_request_pc\[15\],35.23
_2012_,35.215
_3739_,35.18
i_req_data[23],35.17
_0945_,35.16
_0597_,35.15
_3164_,35.115
_3693_,35.11
net80,35.1
_1082_,35.055
_2241_,35.035
decode.oc_rf_ie\[6\],34.935
clknet_leaf_10_i_clk,34.845
decode.i_instr_l\[1\],34.77
_1948_,34.735
_2008_,34.72
_3195_,34.695
_1465_,34.595
_1895_,34.555
_3012_,34.555
net54,34.395
_0014_,34.385
_1496_,34.275
_2408_,34.27
_2503_,34.165
_2236_,34.055
net165,33.925
clknet_leaf_79_i_clk,33.815
_1113_,33.755
fetch.prev_request_pc\[6\],33.73
_1678_,33.6
_3149_,33.575
_2150_,33.545
_1797_,33.42
_2278_,33.395
_0637_,33.36
i_mem_data[3],33.31
net166,33.22
_2964_,33.215
net214,33.2
_1960_,33.18
_2493_,33.05
_2547_,33.01
_1903_,32.92
_1702_,32.88
_1994_,32.88
_1643_,32.82
_1987_,32.82
_2010_,32.82
execute.sreg_priv_control.o_d\[7\],32.735
_2480_,32.725
_0917_,32.635
_2377_,32.595
decode.i_instr_l\[2\],32.555
_2585_,32.54
_1667_,32.375
_1124_,32.35
_2130_,32.33
_1053_,32.325
_2362_,32.32
_2496_,32.255
_2303_,32.24
_1405_,32.225
_3090_,32.125
_0941_,32.05
_2220_,32.035
net213,32.035
_2415_,31.695
_0640_,31.66
_1905_,31.655
_2009_,31.53
_1488_,31.495
execute.sreg_jtr_buff.o_d\[0\],31.345
_1570_,31.29
_3668_,31.275
i_mem_data[10],31.145
_2454_,31.135
_1885_,31.12
_2237_,31.075
_1415_,31.05
_2490_,30.99
_1999_,30.98
_0005_,30.925
i_mem_data[4],30.905
_0867_,30.88
_2313_,30.795
_1639_,30.715
_1917_,30.675
_2843_,30.675
net58,30.665
_1703_,30.655
_3159_,30.655
_2803_,30.63
_1162_,30.59
_1952_,30.58
_2502_,30.425
_1111_,30.42
_2049_,30.295
net67,30.275
_3588_,30.145
_1654_,30.12
_2647_,30.035
_2648_,30.035
_2302_,30.015
_2831_,29.915
_3603_,29.915
_3792_,29.88
_1645_,29.87
_2396_,29.815
_2081_,29.725
fetch.prev_request_pc\[5\],29.68
_1075_,29.535
_2365_,29.535
_1115_,29.495
_3064_,29.47
_1482_,29.415
_2061_,29.4
execute.alu_mul_div.i_mod,29.39
_1569_,29.37
_2880_,29.28
_2248_,29.125
_2963_,29.055
_1900_,29.035
_2128_,29.035
_2147_,29.035
_3616_,29
_1985_,28.96
_1576_,28.775
_2570_,28.755
i_req_data[1],28.745
_1003_,28.735
_2955_,28.72
_1666_,28.69
_2127_,28.625
_1088_,28.595
clknet_leaf_11_i_clk,28.56
_1474_,28.55
_1422_,28.54
execute.pc_high_buff_out\[3\],28.535
i_mem_data[8],28.405
_2189_,28.395
_3085_,28.39
_2159_,28.295
_3765_,28.285
_2031_,28.28
_1911_,28.26
_2721_,28.255
_2331_,28.25
_2761_,28.235
_2508_,28.225
_2713_,28.155
_3715_,28.155
_1912_,28.115
_3700_,28.115
_2686_,28.06
_3780_,28.02
_2034_,28.015
_2756_,27.975
_3665_,27.92
net170,27.89
net50,27.775
decode.oc_rf_ie\[7\],27.695
_0697_,27.675
_3177_,27.645
net83,27.635
net118,27.62
decode.oc_r_reg_sel\[0\],27.55
_3682_,27.48
_2834_,27.44
_2348_,27.435
_1938_,27.415
_3650_,27.4
_3632_,27.315
net37,27.295
_1691_,27.28
_2594_,27.265
_3298_,27.195
decode.oc_used_operands\[0\],27.195
net59,27.19
_1013_,27.16
_2412_,27.15
net55,27.15
_3265_,27.14
_3644_,27.135
_2240_,27.11
_1663_,27.095
_1675_,27.055
_2577_,27.05
_1581_,26.945
_2345_,26.94
i_req_data[29],26.905
_2613_,26.9
i_mem_data[9],26.895
_3764_,26.85
_3006_,26.775
_1606_,26.74
_2595_,26.72
_2736_,26.635
_3299_,26.635
i_mem_data[6],26.605
_0156_,26.56
decode.i_instr_l\[6\],26.555
_0692_,26.515
_3617_,26.515
_0714_,26.51
_2294_,26.51
_2780_,26.49
_2267_,26.46
_3733_,26.395
clknet_leaf_59_i_clk,26.395
_1975_,26.375
_2579_,26.335
_2185_,26.33
_2610_,26.33
execute.sreg_irq_flags.o_d\[2\],26.325
_2497_,26.28
_3687_,26.22
i_mem_data[5],26.21
_1906_,26.2
_2768_,26.195
_1513_,26.14
_2275_,26.055
_1929_,26.025
_0810_,26.015
_2571_,26
_2743_,25.975
_2167_,25.955
_2374_,25.94
_2387_,25.88
_1448_,25.855
_3677_,25.855
_0535_,25.835
_2742_,25.82
_0614_,25.75
_2381_,25.75
_2289_,25.715
decode.i_instr_l\[3\],25.715
net163,25.71
_2006_,25.675
_0800_,25.66
_1787_,25.62
_3003_,25.595
_3740_,25.52
_2157_,25.495
_3717_,25.46
i_mem_data[2],25.455
_0674_,25.41
_2830_,25.395
execute.sreg_irq_flags.o_d\[3\],25.36
_1064_,25.31
_2229_,25.31
_2141_,25.3
i_mem_data[0],25.245
_2024_,25.235
_3227_,25.21
_1573_,25.135
i_mem_exception,25.13
i_core_int_sreg[14],25.105
_2180_,25.055
_0829_,24.99
_1614_,24.975
execute.prev_pc_high\[4\],24.955
_2466_,24.935
_2940_,24.895
_3133_,24.84
_2123_,24.815
_0560_,24.775
_3109_,24.775
i_mem_data[1],24.745
_1396_,24.73
_2958_,24.715
_1908_,24.695
_2435_,24.675
i_req_data[24],24.645
_2190_,24.635
_0863_,24.62
_1598_,24.595
_1813_,24.595
_3587_,24.58
_2145_,24.56
_2452_,24.555
_0522_,24.55
i_mem_data[11],24.465
_2590_,24.455
_0854_,24.4
_2397_,24.38
_2892_,24.38
_2855_,24.345
execute.sreg_scratch.o_d\[1\],24.34
_1972_,24.335
_2113_,24.275
_1537_,24.26
_1708_,24.13
_2555_,24.105
_2040_,24.04
execute.sreg_scratch.o_d\[6\],24.02
net168,24.015
i_core_int_sreg[15],23.99
_3642_,23.96
_2612_,23.85
_1099_,23.84
_2361_,23.84
_3612_,23.715
_0879_,23.68
_2169_,23.63
_0993_,23.6
_2183_,23.595
_1946_,23.575
_2076_,23.575
decode.oc_r_reg_sel\[1\],23.545
_2083_,23.535
_2192_,23.495
_3205_,23.465
i_req_data[30],23.465
_2873_,23.42
_2531_,23.41
clknet_leaf_80_i_clk,23.39
_3649_,23.34
clknet_leaf_67_i_clk,23.295
_3160_,23.215
_1450_,23.2
_2213_,23.18
_2274_,23.15
_0543_,23.135
_2622_,23.135
_2663_,23.135
_2707_,23.115
_2936_,23.11
_2207_,23.095
_0849_,23.07
_3231_,23.07
_1884_,23.06
_3722_,23.04
_1995_,23.035
_2430_,23.01
execute.o_mem_access,22.96
_2745_,22.955
_2173_,22.92
_1672_,22.895
_0864_,22.86
_1267_,22.86
_3688_,22.835
i_rst,22.83
_0976_,22.815
_2047_,22.815
_2318_,22.795
_1835_,22.76
_3279_,22.76
_2714_,22.755
_1768_,22.74
_2106_,22.74
_2107_,22.705
_1388_,22.69
_1123_,22.595
_2242_,22.55
execute.sreg_priv_control.o_d\[12\],22.515
_2697_,22.5
_2095_,22.47
_2905_,22.4
_3621_,22.345
_1149_,22.34
_1954_,22.335
_3705_,22.335
_0842_,22.33
_2551_,22.295
i_req_data[28],22.245
i_req_data[9],22.245
_3730_,22.155
_0936_,22.115
_2325_,22.115
_1120_,22.08
_1982_,22.045
_0694_,22.035
_2097_,22.015
_2263_,22
_3627_,22
_3185_,21.995
_1506_,21.97
_1208_,21.915
_1802_,21.875
_2439_,21.845
_2723_,21.845
_2176_,21.84
_2085_,21.78
_0831_,21.755
_2446_,21.715
_2252_,21.68
dbg_out[35],21.68
execute.sreg_scratch.o_d\[2\],21.635
_3262_,21.63
_2717_,21.51
_2949_,21.46
_2709_,21.445
_2051_,21.43
_2653_,21.38
_3638_,21.34
_2153_,21.32
_2000_,21.275
execute.sreg_jtr_buff.o_d\[1\],21.275
decode.i_imm_pass\[0\],21.25
_2087_,21.215
_0585_,21.195
net212,21.195
_2468_,21.15
_2261_,21.09
_1544_,20.995
_1640_,20.995
_3697_,20.995
_1976_,20.96
_2599_,20.915
_2280_,20.91
_0552_,20.875
_1595_,20.875
_1669_,20.85
_2404_,20.835
_1756_,20.795
_2563_,20.765
decode.oc_sreg_store,20.755
_1316_,20.74
_1965_,20.735
_1674_,20.675
i_mem_data[15],20.66
_2341_,20.65
_2706_,20.62
_2574_,20.61
_1934_,20.585
_3219_,20.585
_3004_,20.58
_2500_,20.575
_2133_,20.565
_2175_,20.535
_2569_,20.525
_2470_,20.52
_2334_,20.515
_1740_,20.51
_3215_,20.475
_2037_,20.455
_3622_,20.355
decode.input_valid,20.35
_2321_,20.325
net158,20.295
i_mem_data[14],20.28
_2121_,20.26
_0947_,20.22
_0742_,20.2
_2549_,20.2
_1665_,20.14
_3791_,20.09
_1918_,20.075
_1462_,19.995
_3742_,19.955
_2513_,19.945
_2018_,19.92
_0815_,19.87
i_req_data[21],19.87
_2658_,19.86
_2046_,19.85
_2376_,19.84
_1937_,19.795
_2639_,19.735
_1677_,19.73
_0783_,19.7
execute.prev_pc_high\[2\],19.7
_3706_,19.67
_0600_,19.64
_2568_,19.625
net53,19.615
_2158_,19.57
_3674_,19.54
_2818_,19.535
_1501_,19.51
_2383_,19.49
_1991_,19.485
_3671_,19.475
_2711_,19.435
_2607_,19.43
_2567_,19.37
_3221_,19.335
_2088_,19.28
_1511_,19.275
_1050_,19.245
_2472_,19.21
decode.oc_r_reg_sel\[2\],19.175
_3703_,19.155
_2414_,19.11
_2244_,19.025
_2597_,19.025
_1875_,19.015
_0959_,18.995
net159,18.99
_3036_,18.98
_1467_,18.95
_1183_,18.87
i_mem_data[7],18.865
_1567_,18.85
_1397_,18.81
_3056_,18.79
_1171_,18.78
_3220_,18.775
_1945_,18.755
i_req_data[3],18.755
i_mem_data[12],18.745
i_mem_data[13],18.745
_2763_,18.74
_2134_,18.735
_3225_,18.73
i_req_data[20],18.705
_1635_,18.695
_2277_,18.695
_3272_,18.695
_3584_,18.695
_1206_,18.655
_2704_,18.655
_1670_,18.64
_0749_,18.635
_1720_,18.62
_2522_,18.615
_2762_,18.615
_2293_,18.565
net117,18.54
_1636_,18.535
_2694_,18.535
_2545_,18.53
execute.o_addr\[0\],18.495
i_core_int_sreg[13],18.485
_2349_,18.475
_2059_,18.395
execute.sreg_irq_flags.i_d\[2\],18.395
_3601_,18.38
i_req_data[18],18.365
i_req_data[4],18.365
net36,18.355
_1060_,18.32
_2589_,18.275
_2972_,18.275
_0226_,18.235
_1713_,18.22
_2287_,18.2
_2887_,18.17
_2346_,18.155
_2101_,18.15
i_req_data_valid,18.145
_1681_,18.13
_2154_,18.13
_2443_,18.115
_2110_,18.095
_0992_,18.08
_2338_,18.035
i_req_data[19],18.03
decode.i_imm_pass\[3\],17.98
i_req_data[8],17.945
i_req_data[6],17.935
_1709_,17.875
_1967_,17.875
_2143_,17.855
_2064_,17.84
_3268_,17.83
_3248_,17.805
_3207_,17.785
_0698_,17.78
_3213_,17.775
_2484_,17.76
i_req_data[26],17.76
_2849_,17.745
_3123_,17.695
i_req_data[11],17.685
_3241_,17.68
_0997_,17.675
_1998_,17.63
_1679_,17.615
_3689_,17.605
_0183_,17.595
fetch.current_req_branch_pred,17.59
_0995_,17.58
_1452_,17.58
_1962_,17.565
_2393_,17.555
net25,17.54
_3188_,17.475
_3013_,17.435
_3658_,17.435
net211,17.435
_0573_,17.4
_0940_,17.395
_2661_,17.395
i_core_int_sreg[11],17.37
_2626_,17.36
_1988_,17.355
_0633_,17.34
_0007_,17.32
_1605_,17.295
_2013_,17.275
_3226_,17.275
_3066_,17.24
_1136_,17.235
_1154_,17.235
_2279_,17.235
_2874_,17.23
_0985_,17.195
decode.oc_rf_ie\[1\],17.195
_2390_,17.155
decode.o_jmp_pred_pass,17.06
_2611_,17.055
o_mem_data[11],17.01
_2444_,16.995
_2360_,16.955
_2550_,16.875
_1342_,16.855
_0982_,16.815
_2402_,16.815
o_req_addr[14],16.79
_2643_,16.775
_2829_,16.775
_2552_,16.745
_3196_,16.695
_2534_,16.655
decode.i_imm_pass\[4\],16.655
_2968_,16.64
_0582_,16.635
_2025_,16.635
_0774_,16.63
decode.oc_rf_ie\[3\],16.615
_2328_,16.605
_2631_,16.6
decode.i_imm_pass\[7\],16.6
decode.i_imm_pass\[15\],16.595
_3198_,16.585
_2335_,16.555
_2535_,16.55
_0247_,16.515
_2789_,16.515
_2246_,16.49
_2271_,16.475
_1655_,16.46
o_mem_addr[0],16.445
o_mem_req,16.445
_0850_,16.44
i_req_data[12],16.435
_2995_,16.42
_3257_,16.355
decode.oc_sreg_jal_over,16.355
_0012_,16.32
_0868_,16.315
_1363_,16.315
_1816_,16.315
_2741_,16.315
_3628_,16.315
_2288_,16.275
_1205_,16.26
_1117_,16.255
_2712_,16.25
_2489_,16.235
i_req_data[10],16.23
_1521_,16.22
_0925_,16.215
net34,16.2
_2425_,16.18
execute.prev_pc_high\[3\],16.175
_2300_,16.12
_2214_,16.11
_0645_,16.07
_2413_,16.06
_1964_,16.035
_1575_,16.03
_2469_,16.03
_2566_,16.03
_2675_,16.015
net52,16.01
i_mem_ack,15.985
_1048_,15.975
_3734_,15.975
_0748_,15.955
_2779_,15.955
_0872_,15.94
_2177_,15.935
_3175_,15.935
_3708_,15.9
_2170_,15.895
_0998_,15.85
_2212_,15.85
_0928_,15.775
i_req_data[17],15.765
_1031_,15.73
_2737_,15.73
_1618_,15.715
_2091_,15.715
_2089_,15.695
_2041_,15.68
i_req_data[31],15.645
_1894_,15.635
decode.oc_mem_width,15.635
execute.mem_stage_pc\[12\],15.605
_2520_,15.595
_2800_,15.595
_2447_,15.57
_1803_,15.525
_1553_,15.52
_0716_,15.48
_0731_,15.475
_0889_,15.475
_2304_,15.475
_2125_,15.45
_2738_,15.435
_3276_,15.43
_0798_,15.415
_2524_,15.4
_1158_,15.395
_2093_,15.39
_2268_,15.38
_2168_,15.355
_3238_,15.355
_3695_,15.34
_0953_,15.295
_2116_,15.28
_3639_,15.28
execute.mem_stage_pc\[10\],15.275
_2077_,15.26
_2199_,15.23
_2264_,15.215
_3255_,15.215
net33,15.215
execute.mem_stage_pc\[14\],15.19
_2389_,15.135
fetch.out_buffer_data_instr\[14\],15.135
_2440_,15.11
_0576_,15.075
_2987_,15.05
_2731_,15.015
_2974_,15.015
_1744_,14.995
_1602_,14.975
_2367_,14.915
_2459_,14.895
_2003_,14.885
_2471_,14.865
_1012_,14.84
_2160_,14.82
i_core_int_sreg[12],14.805
_2629_,14.8
_2217_,14.76
_3260_,14.755
_2336_,14.735
_2250_,14.73
_2646_,14.675
_2146_,14.635
_0620_,14.63
_2428_,14.615
_3168_,14.615
execute.sreg_irq_flags.o_d\[4\],14.615
_1881_,14.595
_3067_,14.595
_0991_,14.57
_1139_,14.555
_1279_,14.555
_3347_,14.54
_3028_,14.515
_3339_,14.51
_1956_,14.49
_2099_,14.475
_0306_,14.46
_2429_,14.435
execute.prev_pc_high\[1\],14.425
_2152_,14.395
_1108_,14.39
_2138_,14.39
_2245_,14.39
_3054_,14.365
_0605_,14.3
_2575_,14.235
_3724_,14.215
fetch.out_buffer_data_instr\[10\],14.215
execute.sreg_scratch.o_d\[12\],14.205
_2406_,14.195
_0801_,14.19
dbg_in[0],14.19
i_req_data[15],14.18
_0869_,14.175
_0932_,14.175
_2623_,14.175
_2021_,14.14
_2674_,14.14
_2232_,14.105
_2098_,14.095
_2553_,14.095
_2795_,14.095
_0990_,14.08
_2314_,14.08
decode.oc_rf_ie\[2\],14.075
_3777_,14.07
_0391_,14.055
dbg_r0[13],14
_0983_,13.935
_2715_,13.92
_3785_,13.92
_3259_,13.895
i_req_data[22],13.885
_0967_,13.88
_2375_,13.88
_2403_,13.855
_0369_,13.845
_2536_,13.835
i_req_data[5],13.835
_2265_,13.815
_0261_,13.805
_2222_,13.805
_3580_,13.8
o_mem_data[13],13.785
o_mem_data[8],13.785
_3836_,13.78
_3275_,13.75
execute.sreg_jtr_buff.o_d\[2\],13.75
fetch.out_buffer_data_instr\[16\],13.745
_2382_,13.735
_0823_,13.73
_3789_,13.715
_0516_,13.685
_1851_,13.68
_2002_,13.68
_3803_,13.68
_2478_,13.675
execute.sreg_scratch.o_d\[15\],13.675
_3088_,13.655
decode.i_imm_pass\[2\],13.655
_0708_,13.635
_1414_,13.615
_0825_,13.61
_2586_,13.6
_0955_,13.595
_0975_,13.595
_2273_,13.595
_1959_,13.59
_1791_,13.585
o_mem_data[9],13.57
_2036_,13.555
i_req_data[0],13.55
dbg_out[16],13.54
dbg_out[31],13.54
_0824_,13.515
_3032_,13.515
_1102_,13.51
_2432_,13.505
_1809_,13.465
_2255_,13.435
_2692_,13.355
o_mem_data[14],13.325
execute.sreg_scratch.o_d\[8\],13.295
net160,13.295
_2474_,13.26
_2322_,13.255
_2582_,13.255
_2703_,13.255
_3732_,13.255
execute.sreg_priv_control.o_d\[15\],13.23
_2369_,13.22
_3840_,13.22
_1996_,13.175
_2171_,13.175
_2619_,13.175
_3293_,13.16
_1712_,13.14
_0892_,13.1
_1020_,13.055
_2063_,13.055
_2191_,13.055
_2070_,13.01
_2799_,13.01
_3059_,13.01
_2124_,12.975
_3139_,12.935
execute.sreg_scratch.o_d\[0\],12.925
_1210_,12.915
execute.mem_stage_pc\[7\],12.915
execute.sreg_irq_flags.o_d\[1\],12.9
_1006_,12.85
_2068_,12.84
_1419_,12.835
_3030_,12.835
o_instr_long_addr[7],12.83
sr_bus_addr[2],12.83
sr_bus_addr[6],12.83
sr_bus_data_o[7],12.83
sr_bus_we,12.83
_1104_,12.815
execute.sreg_scratch.o_d\[3\],12.81
_1090_,12.795
_2740_,12.795
_3078_,12.77
i_req_data[27],12.76
_2458_,12.755
_2090_,12.735
_0943_,12.72
decode.oc_r_bus_imm,12.72
_1494_,12.715
_1961_,12.715
_0150_,12.705
_2126_,12.705
_1083_,12.695
_1224_,12.695
_2015_,12.695
_1958_,12.67
_2584_,12.67
_0312_,12.665
_1920_,12.64
_2355_,12.64
_0653_,12.62
dbg_out[0],12.62
_2437_,12.615
_2449_,12.595
i_req_data[16],12.59
_2039_,12.575
_3655_,12.575
fetch.out_buffer_data_instr\[23\],12.555
_2485_,12.54
_2498_,12.54
decode.oc_used_operands\[1\],12.54
_1984_,12.535
fetch.out_buffer_data_instr\[17\],12.525
o_mem_sel[1],12.525
_2330_,12.515
_3657_,12.5
_0673_,12.495
_2356_,12.48
_1493_,12.475
_2565_,12.455
_3112_,12.455
execute.sreg_irq_flags.o_d\[0\],12.435
_0873_,12.405
_3620_,12.395
_2767_,12.375
_2817_,12.355
_1440_,12.335
_2656_,12.335
_1771_,12.31
i_req_data[7],12.305
o_req_addr[11],12.305
_0125_,12.3
_2269_,12.255
_1969_,12.25
_2670_,12.235
_2108_,12.215
_3640_,12.195
_2785_,12.19
_1427_,12.16
_1010_,12.155
_3661_,12.155
o_req_addr[8],12.15
_2561_,12.135
_1693_,12.095
_2181_,12.075
_2023_,12.055
_2791_,12.035
fetch.submitable,12.035
_2620_,12.015
_2043_,11.99
_2410_,11.99
_1977_,11.955
_2424_,11.955
_2911_,11.955
_2600_,11.945
_0652_,11.94
_0624_,11.92
_2165_,11.915
_2532_,11.91
_3795_,11.88
fetch.out_buffer_data_instr\[11\],11.88
_2526_,11.875
_1192_,11.835
_2209_,11.835
_2299_,11.835
